
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              新建
object_canceljobs                        取消工作
object_showallwires                      显示线路
object_tidywires                         整理线路
object_cutscenepolaroid                  过场 Polaroid
object_cutscenecamera                    过场摄影机
object_cutscenecue                       过场触发点
object_foodwaste                         厨余
object_altar                             神坛
object_pews                              教堂长椅
object_prayermat                         祈祷垫
object_paroleofficer                     假释官
object_parolelawyer                      假释律师
object_spiritualleader                   精神领袖
object_librarybookshelf                  图书馆书架
object_librarybookunsorted               图书馆书籍 (未整理)
object_librarybooksorted                 图书馆书籍 (已整理)
object_sortingtable                      分类桌
object_ruinedbook                        损毁的书
object_foodbowl                          食物
object_appealslawyer                     上诉律师
object_appealsmagistrate                 上诉裁判官
object_mailsatchel                       邮件包
object_mailunsorted                      未整理的邮件
object_mailsorted                        已整理的邮件
object_prisonermail                      邮件
object_prisonermailopened                邮件 (已拆封)
object_shopfront                         商店店面
object_shopgoods                         商店商品
object_shopshelf                         商店货架

material_none                            无
material_building                        建筑物 (砖块)
material_buildingconcrete                建筑物 (水泥)
material_demolish                        拆除铲平
material_clearindoorarea                 清除室内区域
material_demolishwalls                   拆除墙壁
material_removetunnels                   拆除地道
material_canceljobs                      取消工作
material_dirt                            泥土
material_sand                            沙
material_pavingstone                     铺路石
material_grass                           草
material_gravel                          小碎石
material_road                            道路
material_roadmarkings                    路标
material_roadmarkingsleft                路标 (左)
material_roadmarkingsright               路标 (右)
material_stone                           石头
material_fence                           围栏
material_concretetiles                   水泥砖
material_concretefloor                   水泥地板
material_woodenfloor                     木头地板
material_ceramicfloor                    瓷砖地板
material_mosaicfloor                     拼花地板
material_metalfloor                      金属地板
material_marbletiles                     大理石砖
material_whitetiles                      白瓷砖
material_fancytiles                      花式瓷砖
material_concretewall                    水泥墙
material_brickwall                       砖墙
material_perimeterwall                   围墙
material_burntfloor                      烧焦的地板
material_burntwall                       烧焦的墙
material_buildingframe                   建筑框架
material_roof                            屋顶

room_none                                无
room_cell                                牢房
room_holdingcell                         集体牢房
room_solitary                            禁闭室
room_superiorcell                        高级牢房
room_canteen                             餐厅
room_kitchen                             厨房
room_shower                              沐浴间
room_yard                                广场
room_storage                             仓库
room_deliveries                          卸货区
room_garbage                             垃圾场
room_execution                           行刑室
room_workshop                            工作坊
room_security                            安全中心
room_office                              办公室
room_medicalward                         医务室
room_morgue                              太平间
room_commonroom                          公共休息室
room_laundry                             洗衣间
room_visitation                          会客室
room_cleaningcupboard                    清洁工具间
room_kennel                              狗屋
room_armoury                             军械库
room_staffroom                           员工休息室
room_library                             图书馆
room_forestry                            林地
room_classroom                           教室
room_exports                             出口区
room_chapel                              教堂
room_intake                              接待处
room_clearrooms                          清除房间
room_paroleroom                          假释厅
room_mailroom                            邮务室
room_shop                                商店

equipment_none                           无
equipment_fists                          拳头
equipment_baton                          警棍
equipment_club                           棒子
equipment_shank                          刀柄
equipment_knife                          刀子
equipment_fork                           叉子
equipment_gun                            枪
equipment_spoon                          汤匙
equipment_needle                         针
equipment_booze                          酒
equipment_poison                         毒药
equipment_cigs                           烟
equipment_saw                            锯子
equipment_jailkeys                       牢房钥匙
equipment_mobilephone                    手机
equipment_lighter                        打火机
equipment_screwdriver                    螺丝起子
equipment_drugs                          毒品
equipment_sheers                         园艺剪
equipment_mop                            拖把
equipment_rake                           钉耙
equipment_hose                           水管
equipment_spatula                        锅铲
equipment_woodenspoon                    木汤匙
equipment_cleaningbrush                  清洁刷
equipment_hammer                         铁锤
equipment_clipboard                      记事板
equipment_drill                          电钻
equipment_pianowire                      钢琴线
equipment_scissors                       剪刀
equipment_medicine                       药品
equipment_shotgun                       散弹枪
equipment_moneybag                      钱袋
equipment_tazer                         电击枪
equipment_guarduniform                  警卫制服
equipment_stabvest                      防刺背心
equipment_rifle                         步枪
equipment_dogleash                      狗练
equipment_assaultrifle                  突击步枪
equipment_woodenpickaxe                 木镐
equipment_cbradio                       对讲机

research_requires_short                 需要 *X

reformprogram_workshopinduction         工作坊安全简介
reformprogram_foundationeducation       基础教育学程
reformprogram_generaleducation          普通教育学程认证
reformprogram_carpentry                 木工学徒
reformprogram_kitcheninduction          厨房安全与卫生
reformprogram_therapy                   行为疗法
reformprogram_methadone                 毒瘾药物治疗
reformprogram_alcoholicsmeeting         集体戒酒治疗
reformprogram_tazertraining             警卫电击枪使用认证
reformprogram_spiritualguidance         精神指导
reformprogram_parolehearing             假释听证会
reformprogram_deathrowappeal            死刑犯上诉

reformprogram_tazertrained              认证: 电击枪

reformprogram_workshopinduction_text    安全第一！囚犯必须先通过这个课程才能在工作坊内工作。
reformprogram_foundationeducation_text  许多囚犯缺乏教育，甚至连基本的阅读、写字和算数都有问题。\n这项课程可以提升囚犯的基本教育水准，通过课程的囚犯可以在图书馆内工作。
reformprogram_carpentry_text            一项复杂的技术，需要有良好的实做能力，\n通过课程的囚犯可以在木工桌上生产高品质的木制产品。
reformprogram_kitcheninduction_text     一次供应上百人餐点时，食物的品质是十分重要的。\n囚犯必须通过这个课程才能进厨房工作。
reformprogram_therapy_text              囚犯往往很难控制自己的暴力倾向，\n这个由监狱心理医师进行的一对一疗程，可以有效减缓囚犯压力，防止演变为暴力事件。
reformprogram_methadone_text            五种替代药物协助囚犯对抗他们的毒瘾，\n每次疗程都可以帮助囚犯减缓症状，通过课程还有机会可以完全戒除毒瘾。
reformprogram_alcoholicsmeeting_text    集体戒酒治疗课程，可以帮助囚犯减缓需求，但无法完全戒除。
reformprogram_parolehearing_text        听证会决定囚犯是否符合提早释放的资格，\n成功假释后的囚犯如果没有再犯，将会获得不错的奖励。
reformprogram_spiritualguidance_text    有些囚犯有宗教信仰，或是生命中需要一些精神指导。\n由附近社区来的精神领袖，带领囚犯进行祈祷，并抚慰囚犯们。

reformerror_unscheduled                 尚未排课
reformerror_noroom                      没有教室
reformerror_nofreetimeslot              所有教室使用中
reformerror_staffonly                   教室被设为员工专区
reformerror_noobjects                   没有设备
reformerror_noregimetime                课表已满
reformerror_noteachers                  没有教师

reform_interested                       *X 位有兴趣 
reform_interested_qualified             *X 位有兴趣/已通过
reform_queued                           *X 位等待中
reform_completion                       - *X 位已完成 - *Y 位通过 (*P%)
reform_locked                           已锁定
reform_start                            开课
reform_costpersession                   每节 *X 位
reform_placespersession                 *X 地点 / *Y 节
reform_program_starting                 准备开始
reform_program_active                   上课中
reform_program_paused                   暂停
reform_program_stop                     停止
reform_program_ledby                    - 由 *P 在 *Z 进行
reform_program_ledwith                  - 由 *S 协助进行
reform_program_length                   - 课程长度: *X 小时
reform_program_requirements             - 每位囚犯需要 *X
reform_program_requirements_alt         - 每位囚犯需要 *X 或 *Y
reform_program_prereqs                  囚犯必须通过:
reform_program_research_required        需求: *X

reform_program_intake_none                      无
reform_program_intake_mandatory                 强制
reform_program_intake_voluntary                 自愿
reform_program_intake_referralviolence          转诊: 暴力
reform_program_intake_referraldrugaddiction     转诊: 毒品成瘾
reform_program_intake_referralalcoholism        转诊: 酗酒
reform_program_intake_guards                    仅限警卫
reform_program_intake_parole                    服刑满 50% 或 75% of 之后
reform_program_intake_needrequired              每位囚犯需要达到特殊需求才能参加
reform_program_intake_deathrow                  囚犯为死刑犯

reform_program_properties_canhireexternally     可外聘
reform_program_properties_studentssit           学生坐着
reform_program_properties_academic              学术
reform_program_properties_practical             实做
reform_program_properties_repeatable            可重复
reform_program_properties_passive               被动
reform_program_properties_staffonly             仅限员工
reform_program_properties_outsideofwork         可以安排在工作时间以外
reform_program_properties_teacherssit           老师坐着
reform_program_properties_canescortstudent      学生可由警卫护送

reform_program_waittime                         每 *T 天才能开课一次

reform_program_difficulty_easy          - 简单
reform_program_difficulty_intermediate  - 中等
reform_program_difficulty_advanced      - 进阶
reform_program_difficulty_expert        - 专业

regime_nothing                          关门时间
regime_sleep                            睡觉
regime_eat                              用餐
regime_shower                           洗澡
regime_yard                             广场活动
regime_work                             工作
regime_lockdown                         全体回房
regime_freetime                         自由活动
regime_currenttime                      现在时间
regime_unspecified                      未指定

regimetooltip_nothing                   所有囚犯都关回自己的牢房内，他们完全没事可做，只能反省为什么自己会在这里。\n\n长时间的禁足对于最凶猛的囚犯仍然是很严酷的处罚。
regimetooltip_sleep                     所有囚犯都关回自己的牢房内并且熄灯，睡觉时间所有人都在睡觉。\n\n除了那些正在挖逃狱地道的家伙...
regimetooltip_eat                       囚犯们会到最近的餐厅坐下用餐。\n\n这段时间囚犯允许使用餐厅内任何设施，但是不能离开餐厅。
regimetooltip_shower                    囚犯们脱个精光然后跳进沐浴间，每天固定的洗澡时间对于囚犯个人卫生是很重要的，\n但有些囚犯不爱洗澡，除非你强迫他们去洗。
regimetooltip_yard                      囚犯们允许离开建筑到广场上活动活动，例如运动、晒太阳和呼吸新鲜空气。\n\n囚犯们在这段时间会利用广场上各项设施，例如在举重板凳上运动、打电话给爱人、洗澡等等。
regimetooltip_work                      囚犯在监狱内进行工作，所有开放的职缺都会有人报到，而囚犯也会自动的到自己的工作岗位上。\n(你可以在部署介面设定工作职缺)\n\n所有教化课程也在这时候上课，而没有工作又没有课的囚犯就会四处乱晃，就像在自由活动时间一样。
regimetooltip_freetime                  所有囚犯准许离开牢房，并可使用监狱内任何设施。\n囚犯最喜欢这个时段，他们会尽情的社交互动并处理个人需求。\n\n长时间的自由活动可以降低囚犯压力，并缓和监狱的紧张气氛，但很多人认为这样就不算惩处了。

regime_clear                            清除这个类别的日程表，统一使用普通犯的日程表。

schedule_editor_students                学生: *X/*Y
schedule_editor_error_staffonly         教室被标记为员工专区
schedule_editor_error_noregimetime      课程时段超过可用的上课时段
schedule_editor_error_noteachers        这堂课没有老师
schedule_editor_error_noobjects         上课需要的物品在教室内找不到
schedule_editor_pin                     锁定这堂课的时段
schedule_editor_unpin                   解除锁定这堂课

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         门禁定时控制
doortimer_connected_servos              已连接 *X 台门禁伺服器
doortimer_state_open                    开启
doortimer_state_closed                  关闭

doortimer_security_none                 所有人
doortimer_security_minsec               轻刑犯
doortimer_security_normal               普通犯
doortimer_security_maxsec               重刑犯
doortimer_security_Protected            保护收容
doortimer_security_SuperMax             超重刑犯
doortimer_security_DeathRow             死刑犯


# =============================================================================
# Execution
# =============================================================================

execution_stage_Start                   开始行刑
execution_stage_Lockdown                启动全监狱封锁
execution_stage_Testing                 最后测试
execution_stage_Assemble                汇整行刑细节
execution_stage_Witnesses               护送见证人到设施
execution_stage_Escort                  护送囚犯到设施
execution_stage_Execution               执行死刑
execution_stage_Dismissed               员工和见证人离场
execution_stage_FinalReport             最终报告

execution_stagetooltip_start            你已经为这名囚犯安排执行死刑，现在必需要按照官方标准流程进行。
execution_stagetooltip_lockdown         所有囚犯送回牢房中，监狱现在全面封锁。
execution_stagetooltip_testing          最后测试所有设备正常运作，电椅通电电压在标准负荷范围内。\n此外，死囚的最终路线已经安排好 - 他必需要能自行走道行刑室。
execution_stagetooltip_assemble         典狱长和保安队长前往死囚的牢房，\n而死囚指定的牧师或精神领袖也抵达了监狱，正在牢房内为死囚进行最后祷告。
execution_stagetooltip_witnesses        死刑见证人抵达监狱并前往行刑室。\n见证人包含了死囚家属以及受害者家属。\n\n注意，死刑见证人需要椅子才能坐下。
execution_stagetooltip_escort           死囚被护送到行刑室，典狱长、保安队长以及牧师陪同在身边。
execution_stagetooltip_execution        当所有人都就定位、所有流程都按步骤进行，最后授权进行执行死刑。
execution_stagetooltip_dismissed        员工和见证人现在可以离开行刑室了。
execution_stagetooltip_finalreport      死刑执行完毕，将会有一份报告评鉴你的表现。

execution_underway                      死刑执行中
execution_result_ok                     囚犯 *N 的死刑执行，在见证人的见证下，在 *T 经由电椅如期执行。\n标准补助金 $10,000 已发放给死刑执行机构。
execution_result_appealed               囚犯 *N 的死刑执行，在见证人的见证下，在 *T 经由电椅如期执行。\n很遗憾的是，最新的消息显示该死囚原本应该可以在上诉中获得赦免。\n尽管如此，死刑执行机构不会受到任何惩处，仍然可以收到标准补助金 $10,000 。
execution_result_innocent               囚犯 *N 的死刑执行，在见证人的见证下，在 *T 经由电椅如期执行。\n遗憾的是，最新的证据显示该死囚 *N 是无罪的。\n尽管如此，死刑执行机构不会受到任何惩处，仍然可以收到标准补助金 $10,000 。
execution_result_illegal                囚犯 *N 的死刑执行，在见证人的见证下，在 *T 经由电椅如期执行。\n由于没有遵守合法的上诉流程，导致原本可能成功的上诉没有进行，将裁罚死刑执行机构 $50,000 罚款。\n由于未能依循标准流程执行，现在起设施暂停执行任何死刑，所有死刑犯将转送到其他设施。
execution_result_illegalinnocent        囚犯 *N 的非法死刑执行，在见证人的见证下，在 *T 经由电椅如期执行。\n由于没有遵守合法的上诉流程，导致原本可能成功的上诉没有进行，设施负责人即日起革职，本处分立即生效。
execution_warning_one                   如果下一次行刑仍然没有依循标准合法程序，你将会被开除。
execution_warning_two                   由于之前没有依循标准合法程序，若再不依循程序进行，你将会被开除。

execution_error_MissingEquipment        错误: 缺少设备\n你需要一间有电椅的行刑室。
execution_error_ElectricalSupply        错误: 电力不足\n电椅没有足够的电源启动。
execution_error_NavigationPrisoner      错误: 囚犯迷路\n死囚无法从他的牢房走到行刑室。
execution_error_NoRouteFromRoad         错误: 无法进入\n参加死刑的外宾无法前往他们的目标。
execution_error_NoSpaceInRoom           错误: 空间不足\n行刑室空间太小，无法容纳死刑参与人士。
execution_error_NoRoom                  你需要一间行刑室才能执行死刑


# =============================================================================
# Misc
# =============================================================================

box_contents                             内容: *X
stack_contents                           内容: *X x *Y
mail_contents                            内容: *X 字
mail_opened_from                         来自 *X *F 的信
mail_closed_from                         写给 *X 的信

object_dump                             垃圾
object_todo                             等待: *X
object_sale_price                       售价: *X

object_door_cyclepermissions            点此修改存取权限
object_door_cyclepermissions_1          (开放、员工专用、关闭)

object_firemen_hosehelp_intro           消防队员会将水管对准附近的火源
object_firemen_hosehelp                 按 H 来手动瞄准水管

object_inactive                         停用
object_cctv_moremonitors                需要建造更多闭路监视器
object_cctvmonitor_needsguards          闭路监视器需要警卫操作
object_processor_blocked                无法到达工作位置

administrator_requiresoffice            需要办公室
administrator_requiresoffice_2          *X 需要一间办公室
office_ownership                        *X 的办公室

teacher_teaching                        教学中
teacher_preparing                       准备中

prisoner_assignedto                     需要: *X
prisoner_roomquality                    牢房品质: *X (*Y)
prisoner_roomquality_average            一般
prisoner_roomquality_aboveaverage       不错
prisoner_roomquality_wayaboveaverage    非常赞
prisoner_roomquality_belowaverage       不佳
prisoner_roomquality_waybelowaverage    烂透了
prisoner_attendance                     出席
prisoner_concentration                  专注程度
prisoner_understanding                  理解程度
prisoner_concentration_0                很糟
prisoner_concentration_1                差
prisoner_concentration_2                普通
prisoner_concentration_3                好
prisoner_concentration_4                优秀
prisoner_passchance                     通过机率: *X%
prisoner_informant                      秘密线人

prisoner_dayswithoutincident            *X 天表现良好
prisoner_availablemoney                 零用钱: $*X

informant_suspicion                     受怀疑程度
informant_title                         秘密线人
informant_none                          没有秘密线人
informant_hint                          (只能征召被胁迫的囚犯 - 例如关禁闭中的囚犯)
informant_recruitable                   (可能的秘密线人)
informant_target                        目标

contraband_owner                        持有者: *X
contraband_ownerunknown                 持有者不明
contraband_stolenfrom                   *Y 小时前从 *X 偷取的
contraband_smuggledthrough              *Y 小时前经由 *X 偷渡进来
contraband_smuggledin                   *Y 小时前由囚犯偷渡进来
contraband_type                         类型: *X

staff_exhausted                         筋疲力尽
staff_tired                             疲累
staff_needsrest                         员工希望在员工休息室休息。

dog_needskennel                         警犬需要狗屋才能睡觉。

doctor_requireinfirmary                 需要医务室

entity_carryingequipment                携带着 *X
entity_carryingkeys                     携带着牢房钥匙
entity_carryingstaffkeys                携带着员工钥匙
entity_wearingarmour                    穿着 *X

reports_schedule                        重新安排所有课程
reports_edit                            修改课表
reports_bankloan                        银行贷款
reports_increaseloan                    增加
reports_decreaseloan                    减少
reports_unlockbankloans                 已由会计师解锁

drugs_heroin                            海洛因
drugs_cocaine                           古柯碱

#                                       Eg "Bob's Mother"
visitor_relationship                    *X 的 *Y
visitor_age                             年龄: *X

family_wife                             老婆
family_exwife                           前妻
family_girlfriend                       女友
family_son                              儿子
family_daughter                         女儿
family_mother                           母亲
family_father                           父亲
family_brother                          兄弟
family_sister                           姊妹
family_lawyer                           律师
family_priest                           牧师
family_victims                          受害者家属
family_caption                          家人: 
family_none                             无

damage_dead                             死亡
damage_unconscious                      失去意识
damage_serious                          重伤
damage_injured                          受伤
damage_amount                           损毁 *X%

message_autosaving                      自动储存中...

buildtoolbar_entersearchterm            输入搜寻...

deploymentscheduler_title               部署排程
supplyanddemand_supplyheader            供给
supplyanddemand_demandheader            需求

tooltip_multipleobjects                 按 TAB 切换物件
remotedoor_noservo                      如果没有正确安装门禁伺服器，遥控门就无法开启。

roomgrading                             房间评鉴
roomgrading_roomsize                    此房间需要至少 *X 平方公尺
roomgrading_cleanliness                 清洁程度 *X% 以上
roomgrading_outsidewindow               对外窗户
roomgrading_item                        物品: *X
roomgrading_result                      等级 *X
roomgrading_currentoccupant             此房间使用者等级 *X
roomgrading_unoccupied                  未使用


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			第 *C 章


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                死刑

campaignchapter_deathrow_description    我们签下合约，将在这座监狱内盖一间行刑室，好让我们安排死刑执行。

campaigncutscene_deathrowmurder         双重谋杀
campaigncutscene_deathrowconfession     自白

adviser_deathrow_murder1                我就知道，被我逮到了吧你们两个。
adviser_deathrow_murder2                爱德华！我...
adviser_deathrow_murder25               别，拜托...别。
adviser_deathrow_murder3                你想做什么？

adviser_deathrow_church1                我能为你效劳吗？
adviser_deathrow_church15               ...
adviser_deathrow_church2                你在寻找宽恕吗？
adviser_deathrow_church3                我不知道，我必需要做些什么，我无法原谅我做的事情。
adviser_deathrow_church4                你必需要自首，无论你做了什么，你不能逃避后果。
adviser_deathrow_church5                你必须勇于面对过去，否则将无法再面对自己。
adviser_deathrow_church6                我想回到过去，我想原谅她，我想要她原谅我。
adviser_deathrow_church7                无论你做过什么，只要你祈求，上帝都会原谅你。
adviser_deathrow_church8                但首先你必须为你的罪刑接受法律的制裁，你只有这条路能走。

adviser_deathrowintro_1                 这是件麻烦事。
adviser_deathrowintro_2                 这里监禁一位囚犯，他被指控双重谋杀，并被判处死刑。
adviser_deathrowintro_3                 这就是我们的任务，我们签下合约，将在这座监狱内盖一间行刑室，\n好让我们能够迎接这家伙的大日子。
adviser_deathrowintrob_1                我希望新设施可以盖在这里。
adviser_deathrowintrob_2                这种计划首先第一步都是先盖基本建筑 - \n保留足够的内部空间，容纳一间行刑室和一间牢房。
adviser_deathrowintrob_3                让我们开始吧，现在这边盖一栋建筑。

adviser_deathrow_explain1               你的工人负责建造建筑物。
adviser_deathrow_explain2               他们会从这间仓库搜集需要的钢筋水泥，然后搬运到工地。
adviser_deathrow_explain3               然后用这些建材盖好新建筑的地基和基本架构。
adviser_deathrow_explain4               这是建筑过程最漫长的部分，所以盖新设施之前应该都要先计划好。
adviser_deathrow_explain5               在等待的同时可以先四处看看，\n使用 WASD 或是方向键四处移动，并使用滑鼠滚轮缩放画面。

objective_deathrow_building             建造一栋可以容纳行刑设施的建筑物

adviser_deathrow_buildinside1           新的行刑设施需要一个出入口。
adviser_deathrow_buildinside2           在南边的墙上设置一个监狱大门。

objective_deathrow_buildouterdoor       设置一个监狱大门做为出入口

adviser_deathrow_internalwalls1          在建筑物内我希望有一间牢房和一间行刑室。
adviser_deathrow_internalwalls2          盖一些砖墙来进行隔间。

objective_deathrow_buildinternalwalls   建造室内墙

adviser_deathrow_internaldoors1          现在将监狱大门装在内墙上。
adviser_deathrow_internaldoors2          在放置物件前，你可以按滑鼠中键 (或按R) 来旋转物件。

objective_deathrow_buildinternaldoors   设置室内门 (按滑鼠中键或R来旋转物件)

adviser_deathrow_designation1           嗯这样看起来不错，现在我们要规划房间的用途和类型。
adviser_deathrow_designation2           把小房间规划为牢房，让死囚可以住在里面。
adviser_deathrow_designation3           然后将大房间规划为行刑室。

objective_deathrow_designatecell        规划一间牢房
objective_deathrow_designateexecution   规划一间行刑室

adviser_deathrow_roomrequirements1      这些新房间需要一些东西才能正常运作。
adviser_deathrow_roomrequirements2      牢房需要一张床和一个马桶。
adviser_deathrow_roomrequirements3      行刑室需要一张电椅。

objective_deathrow_cellobjects1         设置一张床
objective_deathrow_cellobjects2         设置一个马桶
objective_deathrow_executionobjects     设置一张电椅

adviser_deathrow_optional1              嗯这样基本需求就完成了，但仍然有一些小地方可以改进。
adviser_deathrow_optional2              不过这些不是必要，就看你有多在乎你的囚犯和他们的环境。
adviser_deathrow_optional3              牢房可以增加一扇对外窗户，和一个小书架。
adviser_deathrow_optional4              而高级地板材质，例如木头或拼花地板，也可以让设施看起来更高级。
adviser_deathrow_optional5              在户外你可以加装一些路灯，有需要的话可以用铺路石铺一条路。

adviser_deathrow_transfer05             就是这个男人，爱德华 罗姆西，他曾经是个老师，你相信吗？
adviser_deathrow_transfer06             我们无法决定他的命运，法律已经给予制裁，我们只能做好我们的工作。
adviser_deathrow_transfer1              当你满意新设施后，你可以开始移送死囚到他的新牢房。
adviser_deathrow_transfer2              点选他，然后在他牢房外按右键，即可开始移送。

objective_deathrow_path                 (非必要) 盖一条道路通往新设施
objective_deathrow_window               (非必要) 在牢房设置一扇窗户
objective_deathrow_bookshelf            (非必要) 在牢房设置一个书架
objective_deathrow_flooring             (非必要) 使用高级建材重铺地板
objective_deathrow_outerlights          (非必要) 在户外设置一些路灯
objective_deathrow_transferinmate       当你完成后，请开始移送死囚。\n点选他，然后在他牢房外按右键。

adviser_deathrow_setupmurder1           别为了这家伙难过，他是一个有罪的冷血杀手。
adviser_deathrow_setupmurder2           他甚至承认了他的罪刑，想听听看他怎么说的吗？
adviser_deathrow_setupmurder3           故事挺有趣的。“那天晚上11点，屋子灯亮着，我知道她在家里...”
adviser_deathrow_postmurder1            如同我说的，他是个冷血杀手。
adviser_deathrow_postmurder2            如果你问我，我非常肯定，电椅上每伏特都是他罪有应得的。
adviser_deathrow_postmurder3            所有人都应该被宽恕，他也不例外，你这么肯定你能做出这样的最终审判？
adviser_deathrow_postmurder4            就算妻子和其他男人被抓奸在床，这也不是辩解的理由。
adviser_deathrow_postmurder5            而且他带着上膛的枪走进去，他知道他们两人在里面，这是一项预谋双重谋杀。
adviser_deathrow_postmurder6            他没有抵抗的与警方合作，而你们是想做一个杀鸡儆猴的例子。
adviser_deathrow_postmurder7            如果他在北边100里外犯下这起案子，他就会被改判无期徒刑，\n你们这样做怎么能算是正义？
adviser_deathrow_postmurder8            难道你希望这种人逍遥法外吗？知道他死了，我晚上会睡的比较好。
           

adviser_deathrowelectricity_1           目前为止做的不错。
adviser_deathrowelectricity_2           不过还有一个问题 - 行刑室还无法正常运作，因为还没接电源。
adviser_deathrowelectricity_3           我们需要连接电力网路。

adviser_deathrowelectricityb_1          现在这是监狱的设施介面，显示整座监狱的电力网路配置。
adviser_deathrowelectricityb_2          监狱内每栋建筑物，都透过地底巨大的电缆线与电力网路连接。
adviser_deathrowelectricityb_3          而监狱的电力由这座变电站提供，他会从国家电力网路中抽取电力。
adviser_deathrowelectricityb_4          如同你所见，监狱这部分都没有电，所有的灯都熄了。
adviser_deathrowelectricityb_4b         为了修正这个问题，我们必须先切换到设施介面，察看为什么这些灯都不会亮。
adviser_deathrowelectricityb_5          附近的电缆线距离太远了 - 我们的工程师无法在这个区域配线。
adviser_deathrowelectricityb_6          延长电缆线的长度来覆盖监狱的这端。

objective_deathrow_cellpower            将房间接上电力网路

adviser_deathrow_connectchair_1         灯不是唯一需要电力的设备，你的新电椅也需要。
adviser_deathrow_connectchair_2         使用电缆线将行刑室接上电力网路。
adviser_deathrow_connectchair_3         电椅是一个特殊的电力装置，他需要用专用的电源，你必需要将他直接接在电缆线上。

objective_deathrow_chairpower           将电椅接上电力网路
objective_deathrow_condemnedcellpower   将牢房接上电力网路

adviser_deathrow_testchair_1            我想我们快完成了，在正式行刑前，我们至少要先测试一次，看看新行刑室有没有问题。
adviser_deathrow_testchair_2            我现在将电源打开几秒，确定一下一切正常。
adviser_deathrow_testchair_3            呃，电椅无法使用，看来我们使用太多电力，让变电站跳电了，现在整座监狱陷入黑暗。
adviser_deathrow_testchair_4            我们需要更多电力，来应付电椅启动时瞬间需要的大电流。
adviser_deathrow_testchair_5            首先，我们先重新打开电源，这需要两个步骤:
adviser_deathrow_testchair_5b           点选变电站然后开启电源。
adviser_deathrow_testchair_6            然后设置三个电容器提高电力上限，来应付电椅的需求。
adviser_deathrow_testchair_7            完成后再测试一次电椅，点选电椅来开启电源。

objective_deathrow_poweron              重新启动变电站\n(在设施介面中点选变电站来重新启动)
objective_deathrow_expandpower          设置三个新的电容器
objective_deathrow_chairworking         重新测试电椅\n(在设施介面中点选电椅来启动)

adviser_deathrow_execution_1            干的好，我想我们完成工作了。
adviser_deathrow_execution_2            接下来就不是我们管的着的事，我们很专业的完成任务，这对我们这行是很重要的。
adviser_deathrow_execution_3            别担心接下来发生的事吧。

adviser_deathrow_setupexecution1        是时候了，爱德华。
adviser_deathrow_setupexecution2        你做了正确的决定，尽管这世界还是无法原谅你。
adviser_deathrow_setupexecution3        你很快就会见到上帝，而祂会给你最终的审判。

adviser_deathrow_setupexecution4        爱德华 罗姆西，你被指控犯下一起一级双重谋杀案。
adviser_deathrow_setupexecution5        判处你死刑。
adviser_deathrow_setupexecution6        你有什么遗言要说的吗？
adviser_deathrow_setupexecution7        苏珊...
adviser_deathrow_setupexecution8        对不起。

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 上一座监狱出售的价钱
finance_cost_equiptazer                 装备: 电击枪
finance_cost_equipbodyarmour            装备: 防护装甲
finance_cost_exports                    出口
finance_cost_foundations                基础建设
finance_cost_cashflow                   资金流动
finance_cost_bankloan                   银行贷款
finance_cost_bankloan_repayment         银行贷款还款
finance_cost_sharesale                  售出股份
finance_cost_sharepurchase              购回股份
finance_cost_grantadvance               补助计划阶段奖励
finance_cost_grantcompletion            补助计划完成奖励
finance_cost_reformprogram              教化改造课程
finance_cost_repair                     维修
finance_cost_sellobject                 出售物件
finance_cost_landpurchase               土地购买
finance_cost_prisonerintake             囚犯收容
finance_cost_grantcancellation          取消费用
finance_cost_grantrefund                - 退款: *X
finance_cost_grantfine                  - 罚款: *X
finance_cost_executionfine              非法行刑罚款
finance_cost_executioncompensation      行刑补助金
finance_cost_shopintake                 商店收入
finance_cost_prisonerwages              囚犯零用钱


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                上午
clock_pm                                下午
